,case:id,case:concept:name,Operation,concept:name,time:timestamp,Question,Report,Year,Category,Type
479,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-07 13:54:39.260528,P2,A14,2019,Professional,Representation
480,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent temporal series,Represent temporal series of subprocesses,2021-12-07 14:54:39.260528,P2,A14,2019,Professional,Representation
481,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent bar charts,Represent bar charts of waiting time,2021-12-07 15:54:39.260528,P2,A14,2019,Professional,Representation
482,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-07 16:54:39.260528,P2,A14,2019,Professional,Calculate statistics
483,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-07 17:54:39.260528,P2,A14,2019,Professional,Manipulation
484,A14 P2 BPI 2019,A14 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-07 18:54:39.260528,P2,A14,2019,Professional,Manipulation
485,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-12-07 19:54:39.260528,P2,A14,2019,Professional,Calculate statistics
486,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-07 20:54:39.260528,P2,A14,2019,Professional,Calculate statistics
487,A14 P2 BPI 2019,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-07 21:54:39.260528,P2,A14,2019,Professional,Calculate statistics
488,A14 P2 BPI 2019,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2021-12-07 22:54:39.260528,P2,A14,2019,Professional,Manipulation
489,A14 P2 BPI 2019,A14 P2 BPI 2019,Represent scatterplot,Represent scatterplot,2021-12-07 23:54:39.260528,P2,A14,2019,Professional,Representation
490,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-08 00:54:39.260528,P2,A15,2019,Professional,Calculate statistics
491,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-12-08 01:54:39.260528,P2,A15,2019,Professional,Calculate statistics
492,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-12-08 02:54:39.260528,P2,A15,2019,Professional,Calculate statistics
493,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-12-08 03:54:39.260528,P2,A15,2019,Professional,Calculate statistics
494,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2021-12-08 04:54:39.260528,P2,A15,2019,Professional,Calculate statistics
495,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-08 05:54:39.260528,P2,A15,2019,Professional,Calculate statistics
496,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-08 06:54:39.260528,P2,A15,2019,Professional,Manipulation
497,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-08 07:54:39.260528,P2,A15,2019,Professional,Calculate statistics
498,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-08 08:54:39.260528,P2,A15,2019,Professional,Manipulation
499,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-08 09:54:39.260528,P2,A15,2019,Professional,Calculate statistics
500,A15 P2 BPI 2019,A15 P2 BPI 2019,Filter events,Filter events by activities,2021-12-08 10:54:39.260528,P2,A15,2019,Professional,Manipulation
501,A15 P2 BPI 2019,A15 P2 BPI 2019,Preprocess the events of the logs,Preprocess the events of the logs,2021-12-08 11:54:39.260528,P2,A15,2019,Professional,Manipulation
502,A15 P2 BPI 2019,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2021-12-08 12:54:39.260528,P2,A15,2019,Professional,Manipulation
503,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-08 13:54:39.260528,P2,A15,2019,Professional,Analyze Cycle Time
504,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-08 14:54:39.260528,P2,A15,2019,Professional,Calculate statistics
505,A15 P2 BPI 2019,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-12-08 15:54:39.260528,P2,A15,2019,Professional,Calculate statistics
506,A15 P2 BPI 2019,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-08 16:54:39.260528,P2,A15,2019,Professional,Representation
507,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-08 17:54:39.260528,P5,A6,2015,Academic,Analyze Cycle Time
508,A6 P5 BPI 2015,A6 P5 BPI 2015,Represent histograms,Represent histograms of cycle time,2021-12-08 18:54:39.260528,P5,A6,2015,Academic,Representation
509,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-08 19:54:39.260528,P5,A6,2015,Academic,Calculate statistics
510,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-12-08 20:54:39.260528,P5,A6,2015,Academic,Analyze Cycle Time
511,A6 P5 BPI 2015,A6 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-12-08 21:54:39.260528,P5,A6,2015,Academic,Identification
512,A6 P5 BPI 2015,A6 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-12-08 22:54:39.260528,P5,A6,2015,Academic,Manipulation
513,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-08 23:54:39.260528,P5,A6,2015,Academic,Calculate statistics
514,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-12-09 00:54:39.260528,P5,A6,2015,Academic,Analyze Cycle Time
515,A6 P5 BPI 2015,A6 P5 BPI 2015,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-09 01:54:39.260528,P5,A6,2015,Academic,Analyze Cycle Time
516,A6 P5 BPI 2015,A6 P5 BPI 2015,Group traces,Group traces by sub-processes,2021-12-09 02:54:39.260528,P5,A6,2015,Academic,Manipulation
517,A6 P5 BPI 2015,A6 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-09 03:54:39.260528,P5,A6,2015,Academic,Calculate statistics
518,A6 P5 BPI 2015,A6 P5 BPI 2015,Compare cycle time,Compare cycle time,2021-12-09 04:54:39.260528,P5,A6,2015,Academic,Analyze Cycle Time
519,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-09 05:54:39.260528,P1,A12,2017,Student,Analyze Cycle Time
520,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-09 06:54:39.260528,P1,A12,2017,Student,Analyze Cycle Time
521,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-09 07:54:39.260528,P1,A12,2017,Student,Manipulation
522,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-09 08:54:39.260528,P1,A12,2017,Student,Calculate statistics
523,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-12-09 09:54:39.260528,P1,A12,2017,Student,Identification
524,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify transitions by cycle time,Identify transitions by cycle time,2021-12-09 10:54:39.260528,P1,A12,2017,Student,Identification
525,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-09 11:54:39.260528,P1,A12,2017,Student,Manipulation
526,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-09 12:54:39.260528,P1,A12,2017,Student,Calculate statistics
527,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by activities,2021-12-09 13:54:39.260528,P1,A12,2017,Student,Identification
528,A12 P1 BPI 2017,A12 P1 BPI 2017,Filter events,Filter events by attributes,2021-12-09 14:54:39.260528,P1,A12,2017,Student,Manipulation
529,A12 P1 BPI 2017,A12 P1 BPI 2017,Group traces,Group traces by endpoints,2021-12-09 15:54:39.260528,P1,A12,2017,Student,Manipulation
530,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-09 16:54:39.260528,P1,A12,2017,Student,Analyze Cycle Time
531,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-09 17:54:39.260528,P1,A12,2017,Student,Calculate statistics
532,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-12-09 18:54:39.260528,P1,A12,2017,Student,Analyze Cycle Time
533,A12 P1 BPI 2017,A12 P1 BPI 2017,Group traces,Group traces by cycle time,2021-12-09 19:54:39.260528,P1,A12,2017,Student,Manipulation
534,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-09 20:54:39.260528,P1,A12,2017,Student,Calculate statistics
535,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-09 21:54:39.260528,P1,A12,2017,Student,Calculate statistics
536,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify activities,Identify common activities,2021-12-09 22:54:39.260528,P1,A12,2017,Student,Identification
537,A12 P1 BPI 2017,A12 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-09 23:54:39.260528,P1,A12,2017,Student,Representation
538,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-12-10 00:54:39.260528,P1,A12,2017,Student,Analyze Cycle Time
539,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of sub-processes,2021-12-10 01:54:39.260528,P1,A12,2017,Student,Calculate statistics
540,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify attributes,Identify values of attributes,2021-12-10 02:54:39.260528,P1,A12,2017,Student,Identification
541,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate frequency,Calculate frequency of attributes,2021-12-10 03:54:39.260528,P1,A12,2017,Student,Calculate statistics
542,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-10 04:54:39.260528,P1,A12,2017,Student,Calculate statistics
543,A12 P1 BPI 2017,A12 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-10 05:54:39.260528,P1,A12,2017,Student,Representation
544,A12 P1 BPI 2017,A12 P1 BPI 2017,Calculate statistics,Calculate Statistics of attributes,2021-12-10 06:54:39.260528,P1,A12,2017,Student,Calculate statistics
545,A12 P1 BPI 2017,A12 P1 BPI 2017,Identify resources,Identify resources by cycle time,2021-12-10 07:54:39.260528,P1,A12,2017,Student,Identification
546,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent process map,Get process map from the previous question,2021-12-10 08:54:39.260528,P1,A19,2017,Professional,Representation
547,A19 P1 BPI 2017,A19 P1 BPI 2017,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-10 09:54:39.260528,P1,A19,2017,Professional,Analyze Cycle Time
548,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for all traces,2021-12-10 10:54:39.260528,P1,A19,2017,Professional,Analyze Cycle Time
549,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-12-10 11:54:39.260528,P1,A19,2017,Professional,Analyze Cycle Time
550,A19 P1 BPI 2017,A19 P1 BPI 2017,Filter activities,Filter activities by resource,2021-12-10 12:54:39.260528,P1,A19,2017,Professional,Manipulation
551,A19 P1 BPI 2017,A19 P1 BPI 2017,Calculate waiting time,Calculate waiting time,2021-12-10 13:54:39.260528,P1,A19,2017,Professional,Analyze Cycle Time
552,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-10 14:54:39.260528,P1,A19,2017,Professional,Representation
553,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-10 15:54:39.260528,P1,A19,2017,Professional,Representation
554,A19 P1 BPI 2017,A19 P1 BPI 2017,Compare cycle time,Compare cycle time,2021-12-10 16:54:39.260528,P1,A19,2017,Professional,Analyze Cycle Time
555,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-10 17:54:39.260528,P1,A19,2017,Professional,Representation
556,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-10 18:54:39.260528,P1,A19,2017,Professional,Representation
557,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent histograms,Represent histograms of cycle time,2021-12-10 19:54:39.260528,P1,A19,2017,Professional,Representation
558,A19 P1 BPI 2017,A19 P1 BPI 2017,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-10 20:54:39.260528,P1,A19,2017,Professional,Representation
559,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-10 21:54:39.260528,P2,A2,2019,Student,Representation
560,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-10 22:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
561,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-10 23:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
562,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by attributes,2021-12-11 00:54:39.260528,P2,A2,2019,Student,Manipulation
563,A2 P2 BPI 2019,A2 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-11 01:54:39.260528,P2,A2,2019,Student,Manipulation
564,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-11 02:54:39.260528,P2,A2,2019,Student,Representation
565,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-11 03:54:39.260528,P2,A2,2019,Student,Representation
566,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-11 04:54:39.260528,P2,A2,2019,Student,Calculate statistics
567,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by activities,2021-12-11 05:54:39.260528,P2,A2,2019,Student,Manipulation
568,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-11 06:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
569,A2 P2 BPI 2019,A2 P2 BPI 2019,Filter traces,Filter traces by cycle time,2021-12-11 07:54:39.260528,P2,A2,2019,Student,Manipulation
570,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify resources,Identify resources by cycle time,2021-12-11 08:54:39.260528,P2,A2,2019,Student,Identification
571,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-11 09:54:39.260528,P2,A2,2019,Student,Calculate statistics
572,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-11 10:54:39.260528,P2,A2,2019,Student,Representation
573,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-11 11:54:39.260528,P2,A2,2019,Student,Representation
574,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-11 12:54:39.260528,P2,A2,2019,Student,Calculate statistics
575,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-11 13:54:39.260528,P2,A2,2019,Student,Representation
576,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-11 14:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
577,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-11 15:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
578,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-11 16:54:39.260528,P2,A2,2019,Student,Representation
579,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-11 17:54:39.260528,P2,A2,2019,Student,Representation
580,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-11 18:54:39.260528,P2,A2,2019,Student,Representation
581,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-11 19:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
582,A2 P2 BPI 2019,A2 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-11 20:54:39.260528,P2,A2,2019,Student,Identification
583,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-12-11 21:54:39.260528,P2,A2,2019,Student,Representation
584,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-12-11 22:54:39.260528,P2,A2,2019,Student,Representation
585,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-11 23:54:39.260528,P2,A2,2019,Student,Representation
586,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-12 00:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
587,A2 P2 BPI 2019,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-12-12 01:54:39.260528,P2,A2,2019,Student,Representation
588,A2 P2 BPI 2019,A2 P2 BPI 2019,Calculate waiting time,Calculate waiting time,2021-12-12 02:54:39.260528,P2,A2,2019,Student,Analyze Cycle Time
589,A11 P1 BPI 2020,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-12-12 03:54:39.260528,P1,A11,2020,Professional,Representation
590,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-12 04:54:39.260528,P1,A11,2020,Professional,Identification
591,A11 P1 BPI 2020,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-12-12 05:54:39.260528,P1,A11,2020,Professional,Representation
592,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-12 06:54:39.260528,P1,A11,2020,Professional,Calculate statistics
593,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-12 07:54:39.260528,P1,A11,2020,Professional,Identification
594,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-12 08:54:39.260528,P1,A11,2020,Professional,Calculate statistics
595,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-12 09:54:39.260528,P1,A11,2020,Professional,Identification
596,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-12-12 10:54:39.260528,P1,A11,2020,Professional,Analyze Cycle Time
597,A11 P1 BPI 2020,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-12-12 11:54:39.260528,P1,A11,2020,Professional,Manipulation
598,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-12-12 12:54:39.260528,P1,A11,2020,Professional,Analyze Cycle Time
599,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-12 13:54:39.260528,P1,A11,2020,Professional,Analyze Cycle Time
600,A11 P1 BPI 2020,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-12-12 14:54:39.260528,P1,A11,2020,Professional,Representation
601,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-12 15:54:39.260528,P1,A11,2020,Professional,Calculate statistics
602,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-12 16:54:39.260528,P1,A11,2020,Professional,Identification
603,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-12 17:54:39.260528,P1,A11,2020,Professional,Calculate statistics
604,A11 P1 BPI 2020,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-12-12 18:54:39.260528,P1,A11,2020,Professional,Identification
605,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-12-12 19:54:39.260528,P1,A11,2020,Professional,Analyze Cycle Time
606,A11 P1 BPI 2020,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-12-12 20:54:39.260528,P1,A11,2020,Professional,Manipulation
607,A11 P1 BPI 2020,A11 P1 BPI 2020,Calculate throughput,Calculate throughput,2021-12-12 21:54:39.260528,P1,A11,2020,Professional,Analyze Cycle Time
608,A11 P2 BPI 2020,A11 P2 BPI 2020,Calculate cycle time,Get cycle time from the previous question,2021-12-12 22:54:39.260528,P2,A11,2020,Professional,Analyze Cycle Time
609,A11 P2 BPI 2020,A11 P2 BPI 2020,Compare cycle time,Compare cycle time,2021-12-12 23:54:39.260528,P2,A11,2020,Professional,Analyze Cycle Time
610,A11 P4 BPI 2020,A11 P4 BPI 2020,Filter traces,Filter traces by activities,2021-12-13 00:54:39.260528,P4,A11,2020,Professional,Manipulation
611,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2021-12-13 01:54:39.260528,P4,A11,2020,Professional,Calculate statistics
612,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate frequency,Calculate frequency of activities,2021-12-13 02:54:39.260528,P4,A11,2020,Professional,Calculate statistics
613,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate throughput,Calculate throughput,2021-12-13 03:54:39.260528,P4,A11,2020,Professional,Analyze Cycle Time
614,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate throughput,Calculate throughput,2021-12-13 04:54:39.260528,P4,A11,2020,Professional,Analyze Cycle Time
615,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate throughput,Calculate throughput,2021-12-13 05:54:39.260528,P4,A11,2020,Professional,Analyze Cycle Time
616,A11 P4 BPI 2020,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2021-12-13 06:54:39.260528,P4,A11,2020,Professional,Calculate statistics
617,A11 P4 BPI 2020,A11 P4 BPI 2020,Identify attributes,Identify values of attributes,2021-12-13 07:54:39.260528,P4,A11,2020,Professional,Identification
618,A11 P5 BPI 2020,A11 P5 BPI 2020,Filter traces,Filter traces by year,2021-12-13 08:54:39.260528,P5,A11,2020,Professional,Manipulation
619,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-12-13 09:54:39.260528,P5,A11,2020,Professional,Analyze Cycle Time
620,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate frequency,Calculate frequency of sub-processes,2021-12-13 10:54:39.260528,P5,A11,2020,Professional,Calculate statistics
621,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-13 11:54:39.260528,P5,A11,2020,Professional,Analyze Cycle Time
622,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-12-13 12:54:39.260528,P5,A11,2020,Professional,Calculate statistics
623,A11 P5 BPI 2020,A11 P5 BPI 2020,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-12-13 13:54:39.260528,P5,A11,2020,Professional,Analyze Cycle Time
624,A11 P5 BPI 2020,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-12-13 14:54:39.260528,P5,A11,2020,Professional,Manipulation
625,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-12-13 15:54:39.260528,P5,A11,2020,Professional,Calculate statistics
626,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-12-13 16:54:39.260528,P5,A11,2020,Professional,Calculate statistics
627,A11 P5 BPI 2020,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-12-13 17:54:39.260528,P5,A11,2020,Professional,Manipulation
628,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-12-13 18:54:39.260528,P5,A11,2020,Professional,Calculate statistics
629,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-12-13 19:54:39.260528,P5,A11,2020,Professional,Calculate statistics
630,A11 P5 BPI 2020,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-12-13 20:54:39.260528,P5,A11,2020,Professional,Representation
631,A11 P5 BPI 2020,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-12-13 21:54:39.260528,P5,A11,2020,Professional,Representation
632,A11 P5 BPI 2020,A11 P5 BPI 2020,Identify attributes,Identify values of attributes,2021-12-13 22:54:39.260528,P5,A11,2020,Professional,Identification
633,A11 P5 BPI 2020,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by attributes,2021-12-13 23:54:39.260528,P5,A11,2020,Professional,Manipulation
634,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-12-14 00:54:39.260528,P5,A11,2020,Professional,Calculate statistics
635,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-12-14 01:54:39.260528,P5,A11,2020,Professional,Calculate statistics
636,A11 P5 BPI 2020,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-12-14 02:54:39.260528,P5,A11,2020,Professional,Identification
637,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-12-14 03:54:39.260528,P5,A11,2020,Professional,Calculate statistics
638,A11 P5 BPI 2020,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-12-14 04:54:39.260528,P5,A11,2020,Professional,Representation
639,A11 P5 BPI 2020,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-12-14 05:54:39.260528,P5,A11,2020,Professional,Manipulation
640,A11 P5 BPI 2020,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-12-14 06:54:39.260528,P5,A11,2020,Professional,Representation
641,A11 P5 BPI 2020,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-12-14 07:54:39.260528,P5,A11,2020,Professional,Identification
642,A11 P5 BPI 2020,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-12-14 08:54:39.260528,P5,A11,2020,Professional,Calculate statistics
643,A11 P5 BPI 2020,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-12-14 09:54:39.260528,P5,A11,2020,Professional,Representation
644,A11 P5 BPI 2020,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-12-14 10:54:39.260528,P5,A11,2020,Professional,Representation
