,case:id,case:concept:name,concept:name,Variant,time:timestamp,Question,Report,Year,Category,Type,Tupla,Organization
716,A24 P1 BPI 2020,A24 P1 BPI 2020,Filter traces,Filter traces by cycle time,2021-12-19 05:37:02.248560,P1,A24,2020,Professional,Manipulation,A242020,Sberbank
717,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate frequency,Calculate frequency of traces,2021-12-19 06:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
718,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-12-19 07:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
719,A24 P1 BPI 2020,A24 P1 BPI 2020,Filter traces,Filter traces by cycle time,2021-12-19 08:37:02.248560,P1,A24,2020,Professional,Manipulation,A242020,Sberbank
720,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-12-19 09:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
721,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-12-19 10:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
722,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-12-19 11:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
723,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate number of elements,Calculate number of activities,2021-12-19 12:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
724,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-19 13:37:02.248560,P1,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
725,A24 P1 BPI 2020,A24 P1 BPI 2020,Filter traces,Filter traces by cycle time,2021-12-19 14:37:02.248560,P1,A24,2020,Professional,Manipulation,A242020,Sberbank
726,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-12-19 15:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
727,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate processing time,Calculate processing time,2021-12-19 16:37:02.248560,P1,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
728,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-19 17:37:02.248560,P1,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
729,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-19 18:37:02.248560,P1,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
730,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-19 19:37:02.248560,P1,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
731,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate frequency,Calculate frequency of traces,2021-12-19 20:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
732,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-12-19 21:37:02.248560,P1,A24,2020,Professional,Calculate statistics,A242020,Sberbank
733,A24 P1 BPI 2020,A24 P1 BPI 2020,Calculate processing time,Calculate processing time,2021-12-19 22:37:02.248560,P1,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
734,A24 P1 BPI 2020,A24 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-12-19 23:37:02.248560,P1,A24,2020,Professional,Representation,A242020,Sberbank
735,A24 P2 BPI 2020,A24 P2 BPI 2020,Compare processing time,Compare processing time,2021-12-20 00:37:02.248560,P2,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
736,A24 P2 BPI 2020,A24 P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-12-20 01:37:02.248560,P2,A24,2020,Professional,Representation,A242020,Sberbank
737,A24 P2 BPI 2020,A24 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-12-20 02:37:02.248560,P2,A24,2020,Professional,Identification,A242020,Sberbank
738,A24 P4 BPI 2020,A24 P4 BPI 2020,Represent process map,Represent process map with cycle time,2021-12-20 03:37:02.248560,P4,A24,2020,Professional,Representation,A242020,Sberbank
739,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-12-20 04:37:02.248560,P4,A24,2020,Professional,Calculate statistics,A242020,Sberbank
740,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-12-20 05:37:02.248560,P4,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
741,A24 P4 BPI 2020,A24 P4 BPI 2020,Identify transitions by cycle time,Identify transitions by cycle time,2021-12-20 06:37:02.248560,P4,A24,2020,Professional,Identification,A242020,Sberbank
742,A24 P4 BPI 2020,A24 P4 BPI 2020,Filter traces,Filter traces by activities,2021-12-20 07:37:02.248560,P4,A24,2020,Professional,Manipulation,A242020,Sberbank
743,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-20 08:37:02.248560,P4,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
744,A24 P4 BPI 2020,A24 P4 BPI 2020,Filter traces,Filter traces by activities,2021-12-20 09:37:02.248560,P4,A24,2020,Professional,Manipulation,A242020,Sberbank
745,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-12-20 10:37:02.248560,P4,A24,2020,Professional,Calculate statistics,A242020,Sberbank
746,A24 P4 BPI 2020,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-20 11:37:02.248560,P4,A24,2020,Professional,Analyze Cycle Time,A242020,Sberbank
747,A24 P4 BPI 2020,A24 P4 BPI 2020,Identify traces by cycle time,Identify traces by cycle time,2021-12-20 12:37:02.248560,P4,A24,2020,Professional,Identification,A242020,Sberbank
748,A1 P5 BPI 2015,A1 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-20 13:37:02.248560,P5,A1,2015,Professional,Analyze Cycle Time,A12015,MeijerVanderHamManagementConsultants
749,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-12-20 14:37:02.248560,P5,A1,2015,Professional,Identification,A12015,MeijerVanderHamManagementConsultants
750,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-12-20 15:37:02.248560,P5,A1,2015,Professional,Identification,A12015,MeijerVanderHamManagementConsultants
751,A1 P5 BPI 2015,A1 P5 BPI 2015,Represent linear tendency of cycle time,Represent linear tendency of cycle time,2021-12-20 16:37:02.248560,P5,A1,2015,Professional,Representation,A12015,MeijerVanderHamManagementConsultants
752,A1 P5 BPI 2015,A1 P5 BPI 2015,Group traces,Group traces by year,2021-12-20 17:37:02.248560,P5,A1,2015,Professional,Manipulation,A12015,MeijerVanderHamManagementConsultants
753,A1 P5 BPI 2015,A1 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-20 18:37:02.248560,P5,A1,2015,Professional,Analyze Cycle Time,A12015,MeijerVanderHamManagementConsultants
754,A1 P5 BPI 2015,A1 P5 BPI 2015,Represent temporal series,Represent temporal series of traces,2021-12-20 19:37:02.248560,P5,A1,2015,Professional,Representation,A12015,MeijerVanderHamManagementConsultants
755,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2021-12-20 20:37:02.248560,P5,A1,2015,Professional,Identification,A12015,MeijerVanderHamManagementConsultants
756,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2021-12-20 21:37:02.248560,P5,A1,2015,Professional,Identification,A12015,MeijerVanderHamManagementConsultants
757,A1 P5 BPI 2015,A1 P5 BPI 2015,Filter traces,Filter traces by year,2021-12-20 22:37:02.248560,P5,A1,2015,Professional,Manipulation,A12015,MeijerVanderHamManagementConsultants
758,A1 P5 BPI 2015,A1 P5 BPI 2015,Group traces,Group traces by resources,2021-12-20 23:37:02.248560,P5,A1,2015,Professional,Manipulation,A12015,MeijerVanderHamManagementConsultants
759,A1 P5 BPI 2015,A1 P5 BPI 2015,Identify resources,Identify resources by activities,2021-12-21 00:37:02.248560,P5,A1,2015,Professional,Identification,A12015,MeijerVanderHamManagementConsultants
760,A1 P5 BPI 2015,A1 P5 BPI 2015,Calculate percentages,Calculate percentage of activities,2021-12-21 01:37:02.248560,P5,A1,2015,Professional,Calculate statistics,A12015,MeijerVanderHamManagementConsultants
761,A5 P5 BPI 2015,A5 P5 BPI 2015,Filter traces,Filter traces by activities,2021-12-21 02:37:02.248560,P5,A5,2015,Academic,Manipulation,A52015,EindhovenUniversityofTechnology
762,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-12-21 03:37:02.248560,P5,A5,2015,Academic,Analyze Cycle Time,A52015,EindhovenUniversityofTechnology
763,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-21 04:37:02.248560,P5,A5,2015,Academic,Calculate statistics,A52015,EindhovenUniversityofTechnology
764,A5 P5 BPI 2015,A5 P5 BPI 2015,Represent density of cycle time,Represent density of cycle time,2021-12-21 05:37:02.248560,P5,A5,2015,Academic,Representation,A52015,EindhovenUniversityofTechnology
765,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-12-21 06:37:02.248560,P5,A5,2015,Academic,Identification,A52015,EindhovenUniversityofTechnology
766,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2021-12-21 07:37:02.248560,P5,A5,2015,Academic,Identification,A52015,EindhovenUniversityofTechnology
767,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-12-21 08:37:02.248560,P5,A5,2015,Academic,Identification,A52015,EindhovenUniversityofTechnology
768,A5 P5 BPI 2015,A5 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-12-21 09:37:02.248560,P5,A5,2015,Academic,Manipulation,A52015,EindhovenUniversityofTechnology
769,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-21 10:37:02.248560,P5,A5,2015,Academic,Analyze Cycle Time,A52015,EindhovenUniversityofTechnology
770,A5 P5 BPI 2015,A5 P5 BPI 2015,Filter traces,Filter traces by frequency,2021-12-21 11:37:02.248560,P5,A5,2015,Academic,Manipulation,A52015,EindhovenUniversityofTechnology
771,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify attributes,Identify values of attributes,2021-12-21 12:37:02.248560,P5,A5,2015,Academic,Identification,A52015,EindhovenUniversityofTechnology
772,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of attributes,2021-12-21 13:37:02.248560,P5,A5,2015,Academic,Calculate statistics,A52015,EindhovenUniversityofTechnology
773,A5 P5 BPI 2015,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by resources,2021-12-21 14:37:02.248560,P5,A5,2015,Academic,Identification,A52015,EindhovenUniversityofTechnology
774,A5 P5 BPI 2015,A5 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-12-21 15:37:02.248560,P5,A5,2015,Academic,Manipulation,A52015,EindhovenUniversityofTechnology
775,A5 P5 BPI 2015,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-12-21 16:37:02.248560,P5,A5,2015,Academic,Calculate statistics,A52015,EindhovenUniversityofTechnology
776,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent process map,Represent process map with frequency,2021-12-21 17:37:02.248560,P1,A3,2017,Student,Representation,A32017,EindhovenUniversityofTechnology
777,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of activities,2021-12-21 18:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
778,A3 P1 BPI 2017,A3 P1 BPI 2017,Group traces,Group traces by resources,2021-12-21 19:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
779,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-21 20:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
780,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-21 21:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
781,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-21 22:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
782,A3 P1 BPI 2017,A3 P1 BPI 2017,Group traces,Group traces by activities,2021-12-21 23:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
783,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-22 00:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
784,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-22 01:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
785,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-22 02:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
786,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-22 03:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
787,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-22 04:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
788,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-22 05:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
789,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-22 06:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
790,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by activities,2021-12-22 07:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
791,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate percentages,Calculate percentage of traces,2021-12-22 08:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
792,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent process map,Represent process map with cycle time,2021-12-22 09:37:02.248560,P1,A3,2017,Student,Representation,A32017,EindhovenUniversityofTechnology
793,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for all traces,2021-12-22 10:37:02.248560,P1,A3,2017,Student,Analyze Cycle Time,A32017,EindhovenUniversityofTechnology
794,A3 P1 BPI 2017,A3 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-22 11:37:02.248560,P1,A3,2017,Student,Analyze Cycle Time,A32017,EindhovenUniversityofTechnology
795,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-12-22 12:37:02.248560,P1,A3,2017,Student,Analyze Cycle Time,A32017,EindhovenUniversityofTechnology
796,A3 P1 BPI 2017,A3 P1 BPI 2017,Group traces,Group traces by activities,2021-12-22 13:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
797,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-22 14:37:02.248560,P1,A3,2017,Student,Analyze Cycle Time,A32017,EindhovenUniversityofTechnology
798,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-12-22 15:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
799,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-22 16:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
800,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-22 17:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
801,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent bar charts,Represent bar charts of traces,2021-12-22 18:37:02.248560,P1,A3,2017,Student,Representation,A32017,EindhovenUniversityofTechnology
802,A3 P1 BPI 2017,A3 P1 BPI 2017,Filter traces,Filter traces by attributes,2021-12-22 19:37:02.248560,P1,A3,2017,Student,Manipulation,A32017,EindhovenUniversityofTechnology
803,A3 P1 BPI 2017,A3 P1 BPI 2017,Calculate number of elements,Calculate number of traces,2021-12-22 20:37:02.248560,P1,A3,2017,Student,Calculate statistics,A32017,EindhovenUniversityofTechnology
804,A3 P1 BPI 2017,A3 P1 BPI 2017,Represent bar charts,Represent bar charts of attributes,2021-12-22 21:37:02.248560,P1,A3,2017,Student,Representation,A32017,EindhovenUniversityofTechnology
805,A18 P1 BPI 2017,A18 P1 BPI 2017,Filter events,Filter events by attributes,2021-12-22 22:37:02.248560,P1,A18,2017,Professional,Manipulation,A182017,KPMGAdvisory
806,A18 P1 BPI 2017,A18 P1 BPI 2017,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-12-22 23:37:02.248560,P1,A18,2017,Professional,Analyze Cycle Time,A182017,KPMGAdvisory
807,A18 P1 BPI 2017,A18 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-23 00:37:02.248560,P1,A18,2017,Professional,Analyze Cycle Time,A182017,KPMGAdvisory
808,A18 P1 BPI 2017,A18 P1 BPI 2017,Filter events,Filter events by resources,2021-12-23 01:37:02.248560,P1,A18,2017,Professional,Manipulation,A182017,KPMGAdvisory
809,A18 P1 BPI 2017,A18 P1 BPI 2017,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-12-23 02:37:02.248560,P1,A18,2017,Professional,Analyze Cycle Time,A182017,KPMGAdvisory
810,A18 P1 BPI 2017,A18 P1 BPI 2017,Identify bottlenecks,Identify activities as bottlenecks applying temporal performance criteria,2021-12-23 03:37:02.248560,P1,A18,2017,Professional,Analyze Cycle Time,A182017,KPMGAdvisory
811,A9 P2 BPI 2019,A9 P2 BPI 2019,Filter traces,Filter traces by year,2021-12-23 04:37:02.248560,P2,A9,2019,Professional,Manipulation,A92019,KPMGNetherlands
812,A9 P2 BPI 2019,A9 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-12-23 05:37:02.248560,P2,A9,2019,Professional,Analyze Cycle Time,A92019,KPMGNetherlands
813,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify activities,Identify common activities,2021-12-23 06:37:02.248560,P2,A9,2019,Professional,Identification,A92019,KPMGNetherlands
814,A9 P2 BPI 2019,A9 P2 BPI 2019,Compare cycle time,Compare cycle time,2021-12-23 07:37:02.248560,P2,A9,2019,Professional,Analyze Cycle Time,A92019,KPMGNetherlands
815,A9 P2 BPI 2019,A9 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-12-23 08:37:02.248560,P2,A9,2019,Professional,Representation,A92019,KPMGNetherlands
816,A9 P2 BPI 2019,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-23 09:37:02.248560,P2,A9,2019,Professional,Manipulation,A92019,KPMGNetherlands
817,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-23 10:37:02.248560,P2,A9,2019,Professional,Identification,A92019,KPMGNetherlands
818,A9 P2 BPI 2019,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-23 11:37:02.248560,P2,A9,2019,Professional,Manipulation,A92019,KPMGNetherlands
819,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-23 12:37:02.248560,P2,A9,2019,Professional,Identification,A92019,KPMGNetherlands
820,A9 P2 BPI 2019,A9 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2021-12-23 13:37:02.248560,P2,A9,2019,Professional,Calculate statistics,A92019,KPMGNetherlands
821,A9 P2 BPI 2019,A9 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-23 14:37:02.248560,P2,A9,2019,Professional,Manipulation,A92019,KPMGNetherlands
822,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-23 15:37:02.248560,P2,A9,2019,Professional,Identification,A92019,KPMGNetherlands
823,A9 P2 BPI 2019,A9 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-23 16:37:02.248560,P2,A9,2019,Professional,Identification,A92019,KPMGNetherlands
824,A12 P2 BPI 2019,A12 P2 BPI 2019,Preprocess the traces of the logs,Preprocess the traces of the logs,2021-12-23 17:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
825,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-23 18:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
826,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-23 19:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
827,A12 P2 BPI 2019,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-23 20:37:02.248560,P2,A12,2019,Academic,Representation,A122019,HassoPlattnerInstituteUniversityofPotsdam
828,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-23 21:37:02.248560,P2,A12,2019,Academic,Calculate statistics,A122019,HassoPlattnerInstituteUniversityofPotsdam
829,A12 P2 BPI 2019,A12 P2 BPI 2019,Identify attributes,Identify attributes by traces,2021-12-23 22:37:02.248560,P2,A12,2019,Academic,Identification,A122019,HassoPlattnerInstituteUniversityofPotsdam
830,A12 P2 BPI 2019,A12 P2 BPI 2019,Filter traces,Filter traces by cycle time,2021-12-23 23:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
831,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-24 00:37:02.248560,P2,A12,2019,Academic,Calculate statistics,A122019,HassoPlattnerInstituteUniversityofPotsdam
832,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-12-24 01:37:02.248560,P2,A12,2019,Academic,Calculate statistics,A122019,HassoPlattnerInstituteUniversityofPotsdam
833,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-24 02:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
834,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-24 03:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
835,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-24 04:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
836,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-24 05:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
837,A12 P2 BPI 2019,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-24 06:37:02.248560,P2,A12,2019,Academic,Representation,A122019,HassoPlattnerInstituteUniversityofPotsdam
838,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2021-12-24 07:37:02.248560,P2,A12,2019,Academic,Calculate statistics,A122019,HassoPlattnerInstituteUniversityofPotsdam
839,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-12-24 08:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
840,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-24 09:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
841,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for each subset of traces,2021-12-24 10:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
842,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-24 11:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
843,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate statistics,Calculate Statistics of cycle time,2021-12-24 12:37:02.248560,P2,A12,2019,Academic,Calculate statistics,A122019,HassoPlattnerInstituteUniversityofPotsdam
844,A12 P2 BPI 2019,A12 P2 BPI 2019,Group events by attributes,Group events by attributes,2021-12-24 13:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
845,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time for all pairs of events for each subset of traces,2021-12-24 14:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
846,A12 P2 BPI 2019,A12 P2 BPI 2019,Group traces,Group traces depending on attributes,2021-12-24 15:37:02.248560,P2,A12,2019,Academic,Manipulation,A122019,HassoPlattnerInstituteUniversityofPotsdam
847,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-12-24 16:37:02.248560,P2,A12,2019,Academic,Calculate statistics,A122019,HassoPlattnerInstituteUniversityofPotsdam
848,A12 P2 BPI 2019,A12 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-12-24 17:37:02.248560,P2,A12,2019,Academic,Analyze Cycle Time,A122019,HassoPlattnerInstituteUniversityofPotsdam
849,A12 P2 BPI 2019,A12 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-12-24 18:37:02.248560,P2,A12,2019,Academic,Identification,A122019,HassoPlattnerInstituteUniversityofPotsdam
850,A12 P2 BPI 2019,A12 P2 BPI 2019,Represent bar charts,Represent bar charts of cycle time,2021-12-24 19:37:02.248560,P2,A12,2019,Academic,Representation,A122019,HassoPlattnerInstituteUniversityofPotsdam
851,A30 P1 BPI 2020,A30 P1 BPI 2020,Filter traces,Filter traces by activities,2021-12-24 20:37:02.248560,P1,A30,2020,Academic,Manipulation,A302020,HassoPlattnerInstituteUniversityofPotsdamKuhneLogisticsUniversity
