,case:concept:name,General activity,Specific activity,Time,Question,Year
485,A14 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-07-07 17:27:45.471623,P2,2019
486,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.492782,P2,2019
487,A14 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.514967,P2,2019
488,A14 P2 BPI 2019,Filter traces,Filter traces by frequency,2021-07-07 17:27:45.537341,P2,2019
489,A14 P2 BPI 2019,Represent scatterplot, ,2021-07-07 17:27:45.561331,P2,2019
490,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.575900,P2,2019
491,A15 P2 BPI 2019,Calculate number of elements,Calculate number of events,2021-07-07 17:27:45.596542,P2,2019
492,A15 P2 BPI 2019,Calculate number of elements,Calculate number of activities,2021-07-07 17:27:45.615098,P2,2019
493,A15 P2 BPI 2019,Calculate number of elements,Calculate number of variants,2021-07-07 17:27:45.631217,P2,2019
494,A15 P2 BPI 2019,Calculate number of elements,Calcute number of values of an attribute,2021-07-07 17:27:45.647209,P2,2019
495,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-07-07 17:27:45.667709,P2,2019
496,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:45.694430,P2,2019
497,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:45.713217,P2,2019
498,A15 P2 BPI 2019,Filter traces,Filter traces by activities,2021-07-07 17:27:45.737675,P2,2019
499,A15 P2 BPI 2019,Calculate percentages,Calculate percentage of traces,2021-07-07 17:27:45.757227,P2,2019
500,A15 P2 BPI 2019,Filter events,Filter events by activities,2021-07-07 17:27:45.779394,P2,2019
501,A15 P2 BPI 2019,Preprocess the events of the logs, ,2021-07-07 17:27:45.797068,P2,2019
502,A15 P2 BPI 2019,Group traces,Group traces according to the repetition of activities,2021-07-07 17:27:45.804609,P2,2019
503,A15 P2 BPI 2019,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for each subset of traces,2021-07-07 17:27:45.819132,P2,2019
504,A15 P2 BPI 2019,Calculate number of elements,Calculate number of traces,2021-07-07 17:27:45.843749,P2,2019
505,A15 P2 BPI 2019,Calculate statistics,Calculate Statistics of attributes,2021-07-07 17:27:45.862166,P2,2019
506,A15 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-07-07 17:27:45.888353,P2,2019
