,case:concept:name,concept:name,Specific operation,time:timestamp,Report,Question,Year,Category,Type
578,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:18.047727,A2,P2,2019,Student,Representation
579,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.063395,A2,P2,2019,Student,Representation
580,A2 P2 BPI 2019,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:18.063395,A2,P2,2019,Student,Representation
581,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.063395,A2,P2,2019,Student,Analyze Cycle Time
582,A2 P2 BPI 2019,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.078978,A2,P2,2019,Student,Identification
583,A2 P2 BPI 2019,Represent bar charts,Represent bar charts of attributes,2021-10-19 12:47:18.078978,A2,P2,2019,Student,Representation
584,A2 P2 BPI 2019,Represent process map,Represent process map with frequency,2021-10-19 12:47:18.078978,A2,P2,2019,Student,Representation
585,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.094639,A2,P2,2019,Student,Representation
586,A2 P2 BPI 2019,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.094639,A2,P2,2019,Student,Analyze Cycle Time
587,A2 P2 BPI 2019,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.094639,A2,P2,2019,Student,Representation
588,A2 P2 BPI 2019,Calculate waiting time, ,2021-10-19 12:47:18.115735,A2,P2,2019,Student,Analyze Cycle Time
589,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.133712,A11,P1,2020,Professional,Representation
590,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.143658,A11,P1,2020,Professional,Identification
591,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.151637,A11,P1,2020,Professional,Representation
592,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.155626,A11,P1,2020,Professional,Calculate statistics
593,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.163605,A11,P1,2020,Professional,Identification
594,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.167594,A11,P1,2020,Professional,Calculate statistics
595,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.174575,A11,P1,2020,Professional,Identification
596,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.179579,A11,P1,2020,Professional,Analyze Cycle Time
597,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.179579,A11,P1,2020,Professional,Manipulation
598,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.179579,A11,P1,2020,Professional,Analyze Cycle Time
599,A11 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.197519,A11,P1,2020,Professional,Analyze Cycle Time
600,A11 P1 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.206496,A11,P1,2020,Professional,Representation
601,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.212489,A11,P1,2020,Professional,Calculate statistics
602,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.220459,A11,P1,2020,Professional,Identification
603,A11 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.226442,A11,P1,2020,Professional,Calculate statistics
604,A11 P1 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.237413,A11,P1,2020,Professional,Identification
605,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.244394,A11,P1,2020,Professional,Analyze Cycle Time
606,A11 P1 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.252456,A11,P1,2020,Professional,Manipulation
607,A11 P1 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.259437,A11,P1,2020,Professional,Analyze Cycle Time
608,A11 P2 BPI 2020,Calculate cycle time,Get cycle time from the previous question,2021-10-19 12:47:18.271405,A11,P2,2020,Professional,Analyze Cycle Time
609,A11 P2 BPI 2020,Compare cycle time, ,2021-10-19 12:47:18.280382,A11,P2,2020,Professional,Analyze Cycle Time
610,A11 P4 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.291352,A11,P4,2020,Professional,Manipulation
611,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2021-10-19 12:47:18.297336,A11,P4,2020,Professional,Calculate statistics
612,A11 P4 BPI 2020,Calculate frequency,Calculate frequency of activities,2021-10-19 12:47:18.303320,A11,P4,2020,Professional,Calculate statistics
613,A11 P4 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.310301,A11,P4,2020,Professional,Analyze Cycle Time
614,A11 P4 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.317283,A11,P4,2020,Professional,Analyze Cycle Time
615,A11 P4 BPI 2020,Calculate throughput, ,2021-10-19 12:47:18.325261,A11,P4,2020,Professional,Analyze Cycle Time
616,A11 P4 BPI 2020,Calculate number of elements,Calcute number of values of an attribute,2021-10-19 12:47:18.332243,A11,P4,2020,Professional,Calculate statistics
617,A11 P4 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.340221,A11,P4,2020,Professional,Identification
618,A11 P5 BPI 2020,Filter traces,Filter traces by year,2021-10-19 12:47:18.350230,A11,P5,2020,Professional,Manipulation
619,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:18.354217,A11,P5,2020,Professional,Analyze Cycle Time
620,A11 P5 BPI 2020,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:18.360212,A11,P5,2020,Professional,Calculate statistics
621,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.362268,A11,P5,2020,Professional,Analyze Cycle Time
622,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.362268,A11,P5,2020,Professional,Calculate statistics
623,A11 P5 BPI 2020,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:18.381011,A11,P5,2020,Professional,Analyze Cycle Time
624,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.386996,A11,P5,2020,Professional,Manipulation
625,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.392973,A11,P5,2020,Professional,Calculate statistics
626,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.401922,A11,P5,2020,Professional,Calculate statistics
627,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.410033,A11,P5,2020,Professional,Manipulation
628,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.417053,A11,P5,2020,Professional,Calculate statistics
629,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.424059,A11,P5,2020,Professional,Calculate statistics
630,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:18.434014,A11,P5,2020,Professional,Representation
631,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.441984,A11,P5,2020,Professional,Representation
632,A11 P5 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.449963,A11,P5,2020,Professional,Identification
633,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by attributes,2021-10-19 12:47:18.455947,A11,P5,2020,Professional,Manipulation
634,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.464923,A11,P5,2020,Professional,Calculate statistics
635,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.473898,A11,P5,2020,Professional,Calculate statistics
636,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.482906,A11,P5,2020,Professional,Identification
637,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.489888,A11,P5,2020,Professional,Calculate statistics
638,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.498840,A11,P5,2020,Professional,Representation
639,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.505813,A11,P5,2020,Professional,Manipulation
640,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.514791,A11,P5,2020,Professional,Representation
641,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.521797,A11,P5,2020,Professional,Identification
642,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.526801,A11,P5,2020,Professional,Calculate statistics
643,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:18.537754,A11,P5,2020,Professional,Representation
644,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.543731,A11,P5,2020,Professional,Representation
645,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.550722,A11,P5,2020,Professional,Identification
646,A11 P5 BPI 2020,Represent lineal distribution of an attribute by traces, ,2021-10-19 12:47:18.558692,A11,P5,2020,Professional,Representation
647,A11 P5 BPI 2020,Represent scatterplot, ,2021-10-19 12:47:18.564690,A11,P5,2020,Professional,Representation
648,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.572676,A11,P5,2020,Professional,Manipulation
649,A11 P5 BPI 2020,Group sub-processes, ,2021-10-19 12:47:18.576669,A11,P5,2020,Professional,Manipulation
650,A11 P5 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:18.585620,A11,P5,2020,Professional,Manipulation
651,A11 P5 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:18.591604,A11,P5,2020,Professional,Calculate statistics
652,A11 P5 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.599582,A11,P5,2020,Professional,Identification
653,A11 P5 BPI 2020,Filter traces,Filter traces by year,2021-10-19 12:47:18.604569,A11,P5,2020,Professional,Manipulation
654,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:18.608568,A11,P5,2020,Professional,Analyze Cycle Time
655,A11 P5 BPI 2020,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:18.612317,A11,P5,2020,Professional,Calculate statistics
656,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:18.612317,A11,P5,2020,Professional,Analyze Cycle Time
657,A11 P5 BPI 2020,Identify bottlenecks,Identify sub-processes as bottlenecks applying temporal performance criteria,2021-10-19 12:47:18.627965,A11,P5,2020,Professional,Analyze Cycle Time
658,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:18.627965,A11,P5,2020,Professional,Representation
659,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.627965,A11,P5,2020,Professional,Representation
660,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.643589,A11,P5,2020,Professional,Identification
661,A11 P5 BPI 2020,Represent temporal series,Represent temporal series of subprocesses,2021-10-19 12:47:18.650597,A11,P5,2020,Professional,Representation
662,A11 P5 BPI 2020,Represent bar charts,Represent bar charts of sub-processes,2021-10-19 12:47:18.650597,A11,P5,2020,Professional,Representation
663,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.670033,A11,P5,2020,Professional,Identification
664,A11 P5 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for a subset of traces,2021-10-19 12:47:18.674017,A11,P5,2020,Professional,Analyze Cycle Time
665,A11 P5 BPI 2020,Identify attributes,Identify attributes by cycle time,2021-10-19 12:47:18.687958,A11,P5,2020,Professional,Identification
666,A11 P5 BPI 2020,Identify bottlenecks,Identify organizational units as bottlenecks applying temporal performance criteria,2021-10-19 12:47:18.696934,A11,P5,2020,Professional,Analyze Cycle Time
667,A11 P5 BPI 2020,Calculate number of elements,Calculate number of sub-processes,2021-10-19 12:47:18.701921,A11,P5,2020,Professional,Calculate statistics
668,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.709899,A11,P5,2020,Professional,Calculate statistics
669,A11 P5 BPI 2020,Represent lineal distribution of an attribute by traces, ,2021-10-19 12:47:18.717878,A11,P5,2020,Professional,Representation
670,A11 P5 BPI 2020,Represent scatterplot, ,2021-10-19 12:47:18.724871,A11,P5,2020,Professional,Representation
671,A11 P5 BPI 2020,Filter traces,Filter traces by attributes,2021-10-19 12:47:18.730843,A11,P5,2020,Professional,Manipulation
672,A11 P5 BPI 2020,Filter sub-processes,Filter sub-processes by cycle time,2021-10-19 12:47:18.736827,A11,P5,2020,Professional,Manipulation
673,A11 P5 BPI 2020,Calculate percentages,Calculate percentage of sub-processes,2021-10-19 12:47:18.743808,A11,P5,2020,Professional,Calculate statistics
674,A16 P1 BPI 2020,Filter traces,Filter traces by year,2021-10-19 12:47:18.754816,A16,P1,2020,Professional,Manipulation
675,A16 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.760781,A16,P1,2020,Professional,Analyze Cycle Time
676,A16 P1 BPI 2020,Compare cycle time, ,2021-10-19 12:47:18.769740,A16,P1,2020,Professional,Analyze Cycle Time
677,A16 P4 BPI 2020,Calculate cycle time,Calculate cycle time for all pairs of events for all traces,2021-10-19 12:47:18.779713,A16,P4,2020,Professional,Analyze Cycle Time
678,A16 P4 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.788689,A16,P4,2020,Professional,Representation
679,A16 P4 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:18.794699,A16,P4,2020,Professional,Identification
680,A16 P4 BPI 2020,Compare cycle time, ,2021-10-19 12:47:18.795331,A16,P4,2020,Professional,Analyze Cycle Time
681,A16 P4 BPI 2020,Calculate frequency,Calculate frequency of traces,2021-10-19 12:47:18.795331,A16,P4,2020,Professional,Calculate statistics
682,A16 P4 BPI 2020,Filter traces,Filter traces by frequency,2021-10-19 12:47:18.810987,A16,P4,2020,Professional,Manipulation
683,A16 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:18.810987,A16,P4,2020,Professional,Calculate statistics
684,A16 P4 BPI 2020,Filter variants depending on frequency, ,2021-10-19 12:47:18.810987,A16,P4,2020,Professional,Manipulation
685,A16 P4 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.826575,A16,P4,2020,Professional,Representation
686,A16 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.826575,A16,P4,2020,Professional,Analyze Cycle Time
687,A16 P2 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.842228,A16,P2,2020,Professional,Representation
688,A16 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:18.850733,A16,P2,2020,Professional,Identification
689,A16 P2 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:18.850733,A16,P2,2020,Professional,Calculate statistics
690,A16 P2 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:18.850733,A16,P2,2020,Professional,Calculate statistics
691,A16 P2 BPI 2020,Represent correlation graph of variables, ,2021-10-19 12:47:18.866358,A16,P2,2020,Professional,Representation
692,A16 P2 BPI 2020,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:18.866358,A16,P2,2020,Professional,Calculate statistics
693,A16 P2 BPI 2020,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:18.882017,A16,P2,2020,Professional,Representation
694,A16 P5 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:18.882017,A16,P5,2020,Professional,Analyze Cycle Time
695,A16 P5 BPI 2020,Filter traces,Filter traces by cycle time,2021-10-19 12:47:18.897635,A16,P5,2020,Professional,Manipulation
696,A16 P5 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:18.897635,A16,P5,2020,Professional,Calculate statistics
697,A16 P5 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.897635,A16,P5,2020,Professional,Representation
698,A16 P5 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:18.918230,A16,P5,2020,Professional,Identification
699,A16 P5 BPI 2020,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:18.925211,A16,P5,2020,Professional,Calculate statistics
700,A16 P5 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:18.934204,A16,P5,2020,Professional,Identification
701,A16 P5 BPI 2020,Calculate frequency,Calculate frequency of sub-processes,2021-10-19 12:47:18.940170,A16,P5,2020,Professional,Calculate statistics
702,A16 P5 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:18.947152,A16,P5,2020,Professional,Analyze Cycle Time
703,A16 P5 BPI 2020,Filter traces,Filter traces by cycle time,2021-10-19 12:47:18.954133,A16,P5,2020,Professional,Manipulation
704,A16 P5 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:18.959153,A16,P5,2020,Professional,Calculate statistics
705,A16 P5 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:18.968097,A16,P5,2020,Professional,Identification
706,A16 P5 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:18.974080,A16,P5,2020,Professional,Calculate statistics
707,A16 P5 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:18.982058,A16,P5,2020,Professional,Representation
708,A16 P6 BPI 2020,Identify traces by cycle time, ,2021-10-19 12:47:18.991068,A16,P6,2020,Professional,Identification
709,A16 P6 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:18.997026,A16,P6,2020,Professional,Analyze Cycle Time
710,A24 P1 BPI 2020,Filter traces,Filter traces by year,2021-10-19 12:47:19.008986,A24,P1,2020,Professional,Manipulation
711,A24 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-10-19 12:47:19.013973,A24,P1,2020,Professional,Calculate statistics
712,A24 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.020955,A24,P1,2020,Professional,Calculate statistics
713,A24 P1 BPI 2020,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:19.026938,A24,P1,2020,Professional,Calculate statistics
714,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:19.034917,A24,P1,2020,Professional,Analyze Cycle Time
715,A24 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:19.043894,A24,P1,2020,Professional,Representation
716,A24 P1 BPI 2020,Filter traces,Filter traces by cycle time,2021-10-19 12:47:19.050874,A24,P1,2020,Professional,Manipulation
717,A24 P1 BPI 2020,Calculate frequency,Calculate frequency of traces,2021-10-19 12:47:19.056859,A24,P1,2020,Professional,Calculate statistics
718,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.065835,A24,P1,2020,Professional,Calculate statistics
719,A24 P1 BPI 2020,Filter traces,Filter traces by cycle time,2021-10-19 12:47:19.076807,A24,P1,2020,Professional,Manipulation
720,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.083787,A24,P1,2020,Professional,Calculate statistics
721,A24 P1 BPI 2020,Calculate number of elements,Calculate number of events,2021-10-19 12:47:19.091764,A24,P1,2020,Professional,Calculate statistics
722,A24 P1 BPI 2020,Calculate number of elements,Calculate number of traces,2021-10-19 12:47:19.100740,A24,P1,2020,Professional,Calculate statistics
723,A24 P1 BPI 2020,Calculate number of elements,Calculate number of activities,2021-10-19 12:47:19.108719,A24,P1,2020,Professional,Calculate statistics
724,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:19.115703,A24,P1,2020,Professional,Analyze Cycle Time
725,A24 P1 BPI 2020,Filter traces,Filter traces by cycle time,2021-10-19 12:47:19.124678,A24,P1,2020,Professional,Manipulation
726,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.132657,A24,P1,2020,Professional,Calculate statistics
727,A24 P1 BPI 2020,Calculate processing time, ,2021-10-19 12:47:19.140635,A24,P1,2020,Professional,Analyze Cycle Time
728,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:19.146619,A24,P1,2020,Professional,Analyze Cycle Time
729,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:19.153601,A24,P1,2020,Professional,Analyze Cycle Time
730,A24 P1 BPI 2020,Calculate cycle time,Calculate cycle time of the whole process for a subset of traces,2021-10-19 12:47:19.160582,A24,P1,2020,Professional,Analyze Cycle Time
731,A24 P1 BPI 2020,Calculate frequency,Calculate frequency of traces,2021-10-19 12:47:19.168572,A24,P1,2020,Professional,Calculate statistics
732,A24 P1 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.176542,A24,P1,2020,Professional,Calculate statistics
733,A24 P1 BPI 2020,Calculate processing time, ,2021-10-19 12:47:19.184518,A24,P1,2020,Professional,Analyze Cycle Time
734,A24 P1 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:19.194490,A24,P1,2020,Professional,Representation
735,A24 P2 BPI 2020,Compare processing time, ,2021-10-19 12:47:19.204465,A24,P2,2020,Professional,Analyze Cycle Time
736,A24 P2 BPI 2020,Represent histograms,Represent histograms of cycle time,2021-10-19 12:47:19.213440,A24,P2,2020,Professional,Representation
737,A24 P2 BPI 2020,Identify attributes,Identify values of attributes,2021-10-19 12:47:19.220421,A24,P2,2020,Professional,Identification
738,A24 P4 BPI 2020,Represent process map,Represent process map with cycle time,2021-10-19 12:47:19.233386,A24,P4,2020,Professional,Representation
739,A24 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.238373,A24,P4,2020,Professional,Calculate statistics
740,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for all traces,2021-10-19 12:47:19.244357,A24,P4,2020,Professional,Analyze Cycle Time
741,A24 P4 BPI 2020,Identify transitions by cycle time, ,2021-10-19 12:47:19.253333,A24,P4,2020,Professional,Identification
742,A24 P4 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:19.259318,A24,P4,2020,Professional,Manipulation
743,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of only a subset of pairs of events for a subset of traces,2021-10-19 12:47:19.265302,A24,P4,2020,Professional,Analyze Cycle Time
744,A24 P4 BPI 2020,Filter traces,Filter traces by activities,2021-10-19 12:47:19.273282,A24,P4,2020,Professional,Manipulation
745,A24 P4 BPI 2020,Calculate percentages,Calculate percentage of traces,2021-10-19 12:47:19.280261,A24,P4,2020,Professional,Calculate statistics
746,A24 P4 BPI 2020,Calculate cycle time,Calculate cycle time of a fragment of the process for a subset of traces,2021-10-19 12:47:19.286245,A24,P4,2020,Professional,Analyze Cycle Time
747,A24 P4 BPI 2020,Identify traces by cycle time, ,2021-10-19 12:47:19.293226,A24,P4,2020,Professional,Identification
748,A1 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:19.301250,A1,P5,2015,Professional,Analyze Cycle Time
749,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-10-19 12:47:19.309223,A1,P5,2015,Professional,Identification
750,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-10-19 12:47:19.313230,A1,P5,2015,Professional,Identification
751,A1 P5 BPI 2015,Represent linear tendency of cycle time, ,2021-10-19 12:47:19.313230,A1,P5,2015,Professional,Representation
752,A1 P5 BPI 2015,Group traces,Group traces by year,2021-10-19 12:47:19.313230,A1,P5,2015,Professional,Manipulation
753,A1 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.328892,A1,P5,2015,Professional,Analyze Cycle Time
754,A1 P5 BPI 2015,Represent temporal series,Represent temporal series of traces,2021-10-19 12:47:19.328892,A1,P5,2015,Professional,Representation
755,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2021-10-19 12:47:19.328892,A1,P5,2015,Professional,Identification
756,A1 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2021-10-19 12:47:19.344486,A1,P5,2015,Professional,Identification
757,A1 P5 BPI 2015,Filter traces,Filter traces by year,2021-10-19 12:47:19.344486,A1,P5,2015,Professional,Manipulation
758,A1 P5 BPI 2015,Group traces,Group traces by resources,2021-10-19 12:47:19.353493,A1,P5,2015,Professional,Manipulation
759,A1 P5 BPI 2015,Identify resources,Identify resources by activities,2021-10-19 12:47:19.353493,A1,P5,2015,Professional,Identification
760,A1 P5 BPI 2015,Calculate percentages,Calculate percentage of activities,2021-10-19 12:47:19.353493,A1,P5,2015,Professional,Calculate statistics
761,A5 P5 BPI 2015,Filter traces,Filter traces by activities,2021-10-19 12:47:19.369155,A5,P5,2015,Academic,Manipulation
762,A5 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for all traces,2021-10-19 12:47:19.369155,A5,P5,2015,Academic,Analyze Cycle Time
763,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:19.384739,A5,P5,2015,Academic,Calculate statistics
764,A5 P5 BPI 2015,Represent density of cycle time, ,2021-10-19 12:47:19.384739,A5,P5,2015,Academic,Representation
765,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-10-19 12:47:19.400397,A5,P5,2015,Academic,Identification
766,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by traces,2021-10-19 12:47:19.400397,A5,P5,2015,Academic,Identification
767,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by cycle time,2021-10-19 12:47:19.400397,A5,P5,2015,Academic,Identification
768,A5 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.418822,A5,P5,2015,Academic,Manipulation
769,A5 P5 BPI 2015,Calculate cycle time,Calculate cycle time of the whole process for each subset of traces,2021-10-19 12:47:19.424805,A5,P5,2015,Academic,Analyze Cycle Time
770,A5 P5 BPI 2015,Filter traces,Filter traces by frequency,2021-10-19 12:47:19.433781,A5,P5,2015,Academic,Manipulation
771,A5 P5 BPI 2015,Identify attributes,Identify values of attributes,2021-10-19 12:47:19.441761,A5,P5,2015,Academic,Identification
772,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of attributes,2021-10-19 12:47:19.447744,A5,P5,2015,Academic,Calculate statistics
773,A5 P5 BPI 2015,Identify organizational units,Identify organizational units by resources,2021-10-19 12:47:19.458740,A5,P5,2015,Academic,Identification
774,A5 P5 BPI 2015,Group traces,Group traces depending on attributes,2021-10-19 12:47:19.461708,A5,P5,2015,Academic,Manipulation
775,A5 P5 BPI 2015,Calculate statistics,Calculate Statistics of cycle time,2021-10-19 12:47:19.468708,A5,P5,2015,Academic,Calculate statistics
